Tipo dato,Misura,Ordine scolastico,Tipo di scuola superiore,Territorio,Seleziona periodo,Gestione della scuola,0,Flags
"stranieri - femmine","valori assoluti","secondaria II grado","istituto professionale per l'industria e l'artigianato","Sicilia","2014","totale",60,
"stranieri - femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi commerciali","Sicilia","2009","totale",89,
"stranieri - femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi commerciali","Sicilia","2010","totale",108,
"stranieri - femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi commerciali","Sicilia","2011","totale",114,
"stranieri - femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi commerciali","Sicilia","2012","totale",123,
"stranieri - femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi commerciali","Sicilia","2013","totale",182,
"stranieri - femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi commerciali","Sicilia","2014","totale",184,
"stranieri - femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi alberghieri e ristorazione","Sicilia","2009","totale",176,
"stranieri - femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi alberghieri e ristorazione","Sicilia","2010","totale",182,
"stranieri - femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi alberghieri e ristorazione","Sicilia","2011","totale",207,
"stranieri - femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi alberghieri e ristorazione","Sicilia","2012","totale",279,
"stranieri - femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi alberghieri e ristorazione","Sicilia","2013","totale",275,
"stranieri - femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi alberghieri e ristorazione","Sicilia","2014","totale",288,
"stranieri - femmine","valori assoluti","secondaria II grado","altri istituti professionali","Sicilia","2009","totale",33,
"stranieri - femmine","valori assoluti","secondaria II grado","altri istituti professionali","Sicilia","2010","totale",56,
"stranieri - femmine","valori assoluti","secondaria II grado","altri istituti professionali","Sicilia","2011","totale",60,
"stranieri - femmine","valori assoluti","secondaria II grado","altri istituti professionali","Sicilia","2012","totale",62,
"stranieri - femmine","valori assoluti","secondaria II grado","altri istituti professionali","Sicilia","2013","totale",67,
"stranieri - femmine","valori assoluti","secondaria II grado","altri istituti professionali","Sicilia","2014","totale",76,
"stranieri - femmine","valori assoluti","secondaria II grado","istituto tecnico industriale","Sicilia","2009","totale",33,
"stranieri - femmine","valori assoluti","secondaria II grado","istituto tecnico industriale","Sicilia","2010","totale",48,
"stranieri - femmine","valori assoluti","secondaria II grado","istituto tecnico industriale","Sicilia","2011","totale",43,
"stranieri - femmine","valori assoluti","secondaria II grado","istituto tecnico industriale","Sicilia","2012","totale",42,
"stranieri - femmine","valori assoluti","secondaria II grado","istituto tecnico industriale","Sicilia","2013","totale",46,
"stranieri - femmine","valori assoluti","secondaria II grado","istituto tecnico industriale","Sicilia","2014","totale",44,
"stranieri - femmine","valori assoluti","secondaria II grado","istituto tecnico commerciale","Sicilia","2009","totale",436,
"stranieri - femmine","valori assoluti","secondaria II grado","istituto tecnico commerciale","Sicilia","2010","totale",431,
"stranieri - femmine","valori assoluti","secondaria II grado","istituto tecnico commerciale","Sicilia","2011","totale",460,
"stranieri - femmine","valori assoluti","secondaria II grado","istituto tecnico commerciale","Sicilia","2012","totale",501,
"stranieri - femmine","valori assoluti","secondaria II grado","istituto tecnico commerciale","Sicilia","2013","totale",604,
"stranieri - femmine","valori assoluti","secondaria II grado","istituto tecnico commerciale","Sicilia","2014","totale",653,
"stranieri - femmine","valori assoluti","secondaria II grado","istituto tecnico per geometri","Sicilia","2009","totale",22,
"stranieri - femmine","valori assoluti","secondaria II grado","istituto tecnico per geometri","Sicilia","2010","totale",16,
"stranieri - femmine","valori assoluti","secondaria II grado","istituto tecnico per geometri","Sicilia","2011","totale",21,
"stranieri - femmine","valori assoluti","secondaria II grado","istituto tecnico per geometri","Sicilia","2012","totale",22,
"stranieri - femmine","valori assoluti","secondaria II grado","istituto tecnico per geometri","Sicilia","2013","totale",40,
"stranieri - femmine","valori assoluti","secondaria II grado","istituto tecnico per geometri","Sicilia","2014","totale",38,
"stranieri - femmine","valori assoluti","secondaria II grado","altri istituti tecnici","Sicilia","2009","totale",100,
"stranieri - femmine","valori assoluti","secondaria II grado","altri istituti tecnici","Sicilia","2010","totale",89,
"stranieri - femmine","valori assoluti","secondaria II grado","altri istituti tecnici","Sicilia","2011","totale",94,
"stranieri - femmine","valori assoluti","secondaria II grado","altri istituti tecnici","Sicilia","2012","totale",93,
"stranieri - femmine","valori assoluti","secondaria II grado","altri istituti tecnici","Sicilia","2013","totale",103,
"stranieri - femmine","valori assoluti","secondaria II grado","altri istituti tecnici","Sicilia","2014","totale",105,
"stranieri - femmine","valori assoluti","secondaria II grado","liceo scientifico","Sicilia","2009","totale",205,
"stranieri - femmine","valori assoluti","secondaria II grado","liceo scientifico","Sicilia","2010","totale",225,
"stranieri - femmine","valori assoluti","secondaria II grado","liceo scientifico","Sicilia","2011","totale",305,
"stranieri - femmine","valori assoluti","secondaria II grado","liceo scientifico","Sicilia","2012","totale",288,
"stranieri - femmine","valori assoluti","secondaria II grado","liceo scientifico","Sicilia","2013","totale",391,
"stranieri - femmine","valori assoluti","secondaria II grado","liceo scientifico","Sicilia","2014","totale",418,
"stranieri - femmine","valori assoluti","secondaria II grado","liceo classico","Sicilia","2009","totale",96,
"stranieri - femmine","valori assoluti","secondaria II grado","liceo classico","Sicilia","2010","totale",83,
"stranieri - femmine","valori assoluti","secondaria II grado","liceo classico","Sicilia","2011","totale",119,
"stranieri - femmine","valori assoluti","secondaria II grado","liceo classico","Sicilia","2012","totale",119,
"stranieri - femmine","valori assoluti","secondaria II grado","liceo classico","Sicilia","2013","totale",166,
"stranieri - femmine","valori assoluti","secondaria II grado","liceo classico","Sicilia","2014","totale",172,
"stranieri - femmine","valori assoluti","secondaria II grado","liceo linguistico","Sicilia","2009","totale",58,
"stranieri - femmine","valori assoluti","secondaria II grado","liceo linguistico","Sicilia","2010","totale",60,
"stranieri - femmine","valori assoluti","secondaria II grado","liceo linguistico","Sicilia","2011","totale",97,
"stranieri - femmine","valori assoluti","secondaria II grado","liceo linguistico","Sicilia","2012","totale",97,
"stranieri - femmine","valori assoluti","secondaria II grado","liceo linguistico","Sicilia","2013","totale",85,
"stranieri - femmine","valori assoluti","secondaria II grado","liceo linguistico","Sicilia","2014","totale",14,
"stranieri - femmine","valori assoluti","secondaria II grado","istituto d arte","Sicilia","2009","totale",60,
"stranieri - femmine","valori assoluti","secondaria II grado","istituto d arte","Sicilia","2010","totale",72,
"stranieri - femmine","valori assoluti","secondaria II grado","istituto d arte","Sicilia","2011","totale",94,
"stranieri - femmine","valori assoluti","secondaria II grado","istituto d arte","Sicilia","2012","totale",72,
"stranieri - femmine","valori assoluti","secondaria II grado","istituto d arte","Sicilia","2013","totale",103,
"stranieri - femmine","valori assoluti","secondaria II grado","istituto d arte","Sicilia","2014","totale",102,
"stranieri - femmine","valori assoluti","secondaria II grado","liceo artistico","Sicilia","2009","totale",19,
"stranieri - femmine","valori assoluti","secondaria II grado","liceo artistico","Sicilia","2010","totale",25,
"stranieri - femmine","valori assoluti","secondaria II grado","liceo artistico","Sicilia","2011","totale",25,
"stranieri - femmine","valori assoluti","secondaria II grado","liceo artistico","Sicilia","2012","totale",29,
"stranieri - femmine","valori assoluti","secondaria II grado","liceo artistico","Sicilia","2013","totale",34,
"stranieri - femmine","valori assoluti","secondaria II grado","liceo artistico","Sicilia","2014","totale",40,
"stranieri - femmine","valori assoluti","secondaria II grado","totale","Sicilia","2009","totale",1657,
"stranieri - femmine","valori assoluti","secondaria II grado","totale","Sicilia","2010","totale",1760,
"stranieri - femmine","valori assoluti","secondaria II grado","totale","Sicilia","2011","totale",2005,
"stranieri - femmine","valori assoluti","secondaria II grado","totale","Sicilia","2012","totale",2141,
"stranieri - femmine","valori assoluti","secondaria II grado","totale","Sicilia","2013","totale",2519,
"stranieri - femmine","valori assoluti","secondaria II grado","totale","Sicilia","2014","totale",2666,
"numero di scuole","valori assoluti","secondaria II grado","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","Sardegna","2009","totale",14,
"numero di scuole","valori assoluti","secondaria II grado","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","Sardegna","2010","totale",14,
"numero di scuole","valori assoluti","secondaria II grado","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","Sardegna","2011","totale",13,
"numero di scuole","valori assoluti","secondaria II grado","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","Sardegna","2012","totale",13,
"numero di scuole","valori assoluti","secondaria II grado","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","Sardegna","2013","totale",13,
"numero di scuole","valori assoluti","secondaria II grado","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","Sardegna","2014","totale",13,
"numero di scuole","valori assoluti","secondaria II grado","istituto professionale per l'industria e l'artigianato","Sardegna","2009","totale",20,
"numero di scuole","valori assoluti","secondaria II grado","istituto professionale per l'industria e l'artigianato","Sardegna","2010","totale",19,
"numero di scuole","valori assoluti","secondaria II grado","istituto professionale per l'industria e l'artigianato","Sardegna","2011","totale",19,
"numero di scuole","valori assoluti","secondaria II grado","istituto professionale per l'industria e l'artigianato","Sardegna","2012","totale",19,
"numero di scuole","valori assoluti","secondaria II grado","istituto professionale per l'industria e l'artigianato","Sardegna","2013","totale",19,
"numero di scuole","valori assoluti","secondaria II grado","istituto professionale per l'industria e l'artigianato","Sardegna","2014","totale",19,
"numero di scuole","valori assoluti","secondaria II grado","istituto professionale per i servizi commerciali","Sardegna","2009","totale",4,
"numero di scuole","valori assoluti","secondaria II grado","istituto professionale per i servizi commerciali","Sardegna","2010","totale",4,
"numero di scuole","valori assoluti","secondaria II grado","istituto professionale per i servizi commerciali","Sardegna","2011","totale",4,
"numero di scuole","valori assoluti","secondaria II grado","istituto professionale per i servizi commerciali","Sardegna","2012","totale",4,
